id,nationaldex_id,name,type1,type2,sprite_url,created_at,updated_at
299,235,smeargle,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/smeargle.png,2025-12-06 22:38:26,2025-12-06 22:38:26
300,236,tyrogue,Fighting,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/tyrogue.png,2025-12-06 22:38:26,2025-12-06 22:38:26
301,237,hitmontop,Fighting,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/hitmontop.png,2025-12-06 22:38:26,2025-12-06 22:38:26
302,238,smoochum,Ice,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/smoochum.png,2025-12-06 22:38:26,2025-12-06 22:38:26
303,239,elekid,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/elekid.png,2025-12-06 22:38:26,2025-12-06 22:38:26
304,240,magby,Fire,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/magby.png,2025-12-06 22:38:26,2025-12-06 22:38:26
305,241,miltank,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/miltank.png,2025-12-06 22:38:26,2025-12-06 22:38:26
306,242,blissey,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/blissey.png,2025-12-06 22:38:26,2025-12-06 22:38:26
307,243,raikou,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/raikou.png,2025-12-06 22:38:26,2025-12-06 22:38:26
308,244,entei,Fire,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/entei.png,2025-12-06 22:38:26,2025-12-06 22:38:26
309,245,suicune,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/suicune.png,2025-12-06 22:38:26,2025-12-06 22:38:26
310,246,larvitar,Rock,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/larvitar.png,2025-12-06 22:38:26,2025-12-06 22:38:26
311,247,pupitar,Rock,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/pupitar.png,2025-12-06 22:38:26,2025-12-06 22:38:26
312,248,tyranitar,Rock,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/tyranitar.png,2025-12-06 22:38:26,2025-12-06 22:38:26
313,248.001,tyranitar-mega,Rock,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/tyranitar-mega.png,2025-12-06 22:38:26,2025-12-06 22:38:26
314,249,lugia,Psychic,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/lugia.png,2025-12-06 22:38:26,2025-12-06 22:38:26
315,250,ho-oh,Fire,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/ho-oh.png,2025-12-06 22:38:26,2025-12-06 22:38:26
316,251,celebi,Psychic,Grass,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/celebi.png,2025-12-06 22:38:26,2025-12-06 22:38:26
317,252,treecko,Grass,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/treecko.png,2025-12-06 22:38:26,2025-12-06 22:38:26
318,253,grovyle,Grass,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/grovyle.png,2025-12-06 22:38:26,2025-12-06 22:38:26
319,254,sceptile,Grass,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sceptile.png,2025-12-06 22:38:26,2025-12-06 22:38:26
320,254.001,sceptile-mega,Grass,Dragon,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sceptile-mega.png,2025-12-06 22:38:26,2025-12-06 22:38:26
321,255,torchic,Fire,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/torchic.png,2025-12-06 22:38:26,2025-12-06 22:38:26
322,256,combusken,Fire,Fighting,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/combusken.png,2025-12-06 22:38:26,2025-12-06 22:38:26
323,257,blaziken,Fire,Fighting,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/blaziken.png,2025-12-06 22:38:26,2025-12-06 22:38:26
324,257.001,blaziken-mega,Fire,Fighting,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/blaziken-mega.png,2025-12-06 22:38:26,2025-12-06 22:38:26
325,258,mudkip,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/mudkip.png,2025-12-06 22:38:26,2025-12-06 22:38:26
326,259,marshtomp,Water,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/marshtomp.png,2025-12-06 22:38:26,2025-12-06 22:38:26
327,260,swampert,Water,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/swampert.png,2025-12-06 22:38:26,2025-12-06 22:38:26
328,260.001,swampert-mega,Water,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/swampert-mega.png,2025-12-06 22:38:26,2025-12-06 22:38:26
329,261,poochyena,Dark,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/poochyena.png,2025-12-06 22:38:26,2025-12-06 22:38:26
330,262,mightyena,Dark,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/mightyena.png,2025-12-06 22:38:26,2025-12-06 22:38:26
331,263,zigzagoon,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/zigzagoon.png,2025-12-06 22:38:26,2025-12-06 22:38:26
332,263.001,zigzagoon-galar,Dark,Normal,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/zigzagoon-galar.png,2025-12-06 22:38:26,2025-12-06 22:38:26
333,264,linoone,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/linoone.png,2025-12-06 22:38:26,2025-12-06 22:38:26
334,264.001,linoone-galar,Dark,Normal,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/linoone-galar.png,2025-12-06 22:38:26,2025-12-06 22:38:26
335,265,wurmple,Bug,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/wurmple.png,2025-12-06 22:38:26,2025-12-06 22:38:26
336,266,silcoon,Bug,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/silcoon.png,2025-12-06 22:38:26,2025-12-06 22:38:26
337,267,beautifly,Bug,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/beautifly.png,2025-12-06 22:38:26,2025-12-06 22:38:26
338,268,cascoon,Bug,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/cascoon.png,2025-12-06 22:38:26,2025-12-06 22:38:26
339,269,dustox,Bug,Poison,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/dustox.png,2025-12-06 22:38:26,2025-12-06 22:38:26
340,270,lotad,Water,Grass,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/lotad.png,2025-12-06 22:38:26,2025-12-06 22:38:26
341,271,lombre,Water,Grass,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/lombre.png,2025-12-06 22:38:26,2025-12-06 22:38:26
342,272,ludicolo,Water,Grass,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/ludicolo.png,2025-12-06 22:38:27,2025-12-06 22:38:27
343,273,seedot,Grass,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/seedot.png,2025-12-06 22:38:27,2025-12-06 22:38:27
344,274,nuzleaf,Grass,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/nuzleaf.png,2025-12-06 22:38:27,2025-12-06 22:38:27
345,275,shiftry,Grass,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/shiftry.png,2025-12-06 22:38:27,2025-12-06 22:38:27
346,276,taillow,Normal,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/taillow.png,2025-12-06 22:38:27,2025-12-06 22:38:27
347,277,swellow,Normal,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/swellow.png,2025-12-06 22:38:27,2025-12-06 22:38:27
348,278,wingull,Water,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/wingull.png,2025-12-06 22:38:27,2025-12-06 22:38:27
349,279,pelipper,Water,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/pelipper.png,2025-12-06 22:38:27,2025-12-06 22:38:27
350,280,ralts,Psychic,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/ralts.png,2025-12-06 22:38:27,2025-12-06 22:38:27
351,281,kirlia,Psychic,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/kirlia.png,2025-12-06 22:38:27,2025-12-06 22:38:27
352,282,gardevoir,Psychic,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/gardevoir.png,2025-12-06 22:38:27,2025-12-06 22:38:27
353,282.001,gardevoir-mega,Psychic,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/gardevoir-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
354,283,surskit,Bug,Water,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/surskit.png,2025-12-06 22:38:27,2025-12-06 22:38:27
355,284,masquerain,Bug,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/masquerain.png,2025-12-06 22:38:27,2025-12-06 22:38:27
356,285,shroomish,Grass,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/shroomish.png,2025-12-06 22:38:27,2025-12-06 22:38:27
357,286,breloom,Grass,Fighting,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/breloom.png,2025-12-06 22:38:27,2025-12-06 22:38:27
358,287,slakoth,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/slakoth.png,2025-12-06 22:38:27,2025-12-06 22:38:27
359,288,vigoroth,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/vigoroth.png,2025-12-06 22:38:27,2025-12-06 22:38:27
360,289,slaking,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/slaking.png,2025-12-06 22:38:27,2025-12-06 22:38:27
361,290,nincada,Bug,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/nincada.png,2025-12-06 22:38:27,2025-12-06 22:38:27
362,291,ninjask,Bug,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/ninjask.png,2025-12-06 22:38:27,2025-12-06 22:38:27
363,292,shedinja,Bug,Ghost,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/shedinja.png,2025-12-06 22:38:27,2025-12-06 22:38:27
364,293,whismur,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/whismur.png,2025-12-06 22:38:27,2025-12-06 22:38:27
365,294,loudred,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/loudred.png,2025-12-06 22:38:27,2025-12-06 22:38:27
366,295,exploud,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/exploud.png,2025-12-06 22:38:27,2025-12-06 22:38:27
367,296,makuhita,Fighting,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/makuhita.png,2025-12-06 22:38:27,2025-12-06 22:38:27
368,297,hariyama,Fighting,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/hariyama.png,2025-12-06 22:38:27,2025-12-06 22:38:27
369,298,azurill,Normal,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/azurill.png,2025-12-06 22:38:27,2025-12-06 22:38:27
370,299,nosepass,Rock,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/nosepass.png,2025-12-06 22:38:27,2025-12-06 22:38:27
371,300,skitty,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/skitty.png,2025-12-06 22:38:27,2025-12-06 22:38:27
372,301,delcatty,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/delcatty.png,2025-12-06 22:38:27,2025-12-06 22:38:27
373,302,sableye,Dark,Ghost,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sableye.png,2025-12-06 22:38:27,2025-12-06 22:38:27
374,302.001,sableye-mega,Dark,Ghost,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sableye-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
375,303,mawile,Steel,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/mawile.png,2025-12-06 22:38:27,2025-12-06 22:38:27
376,303.001,mawile-mega,Steel,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/mawile-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
377,304,aron,Steel,Rock,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/aron.png,2025-12-06 22:38:27,2025-12-06 22:38:27
378,305,lairon,Steel,Rock,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/lairon.png,2025-12-06 22:38:27,2025-12-06 22:38:27
379,306,aggron,Steel,Rock,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/aggron.png,2025-12-06 22:38:27,2025-12-06 22:38:27
380,306.001,aggron-mega,Steel,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/aggron-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
381,307,meditite,Fighting,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/meditite.png,2025-12-06 22:38:27,2025-12-06 22:38:27
382,308,medicham,Fighting,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/medicham.png,2025-12-06 22:38:27,2025-12-06 22:38:27
383,308.001,medicham-mega,Fighting,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/medicham-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
384,309,electrike,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/electrike.png,2025-12-06 22:38:27,2025-12-06 22:38:27
385,310,manectric,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/manectric.png,2025-12-06 22:38:27,2025-12-06 22:38:27
386,310.001,manectric-mega,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/manectric-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
387,311,plusle,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/plusle.png,2025-12-06 22:38:27,2025-12-06 22:38:27
388,312,minun,Electric,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/minun.png,2025-12-06 22:38:27,2025-12-06 22:38:27
389,313,volbeat,Bug,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/volbeat.png,2025-12-06 22:38:27,2025-12-06 22:38:27
390,314,illumise,Bug,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/illumise.png,2025-12-06 22:38:27,2025-12-06 22:38:27
391,315,roselia,Grass,Poison,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/roselia.png,2025-12-06 22:38:27,2025-12-06 22:38:27
392,316,gulpin,Poison,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/gulpin.png,2025-12-06 22:38:27,2025-12-06 22:38:27
393,317,swalot,Poison,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/swalot.png,2025-12-06 22:38:27,2025-12-06 22:38:27
394,318,carvanha,Water,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/carvanha.png,2025-12-06 22:38:27,2025-12-06 22:38:27
395,319,sharpedo,Water,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sharpedo.png,2025-12-06 22:38:27,2025-12-06 22:38:27
396,319.001,sharpedo-mega,Water,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sharpedo-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
397,320,wailmer,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/wailmer.png,2025-12-06 22:38:27,2025-12-06 22:38:27
398,321,wailord,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/wailord.png,2025-12-06 22:38:27,2025-12-06 22:38:27
399,322,numel,Fire,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/numel.png,2025-12-06 22:38:27,2025-12-06 22:38:27
400,323,camerupt,Fire,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/camerupt.png,2025-12-06 22:38:27,2025-12-06 22:38:27
401,323.001,camerupt-mega,Fire,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/camerupt-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
402,324,torkoal,Fire,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/torkoal.png,2025-12-06 22:38:27,2025-12-06 22:38:27
403,325,spoink,Psychic,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/spoink.png,2025-12-06 22:38:27,2025-12-06 22:38:27
404,326,grumpig,Psychic,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/grumpig.png,2025-12-06 22:38:27,2025-12-06 22:38:27
405,327,spinda,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/spinda.png,2025-12-06 22:38:27,2025-12-06 22:38:27
406,328,trapinch,Ground,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/trapinch.png,2025-12-06 22:38:27,2025-12-06 22:38:27
407,329,vibrava,Ground,Dragon,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/vibrava.png,2025-12-06 22:38:27,2025-12-06 22:38:27
408,330,flygon,Ground,Dragon,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/flygon.png,2025-12-06 22:38:27,2025-12-06 22:38:27
409,331,cacnea,Grass,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/cacnea.png,2025-12-06 22:38:27,2025-12-06 22:38:27
410,332,cacturne,Grass,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/cacturne.png,2025-12-06 22:38:27,2025-12-06 22:38:27
411,333,swablu,Normal,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/swablu.png,2025-12-06 22:38:27,2025-12-06 22:38:27
412,334,altaria,Dragon,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/altaria.png,2025-12-06 22:38:27,2025-12-06 22:38:27
413,334.001,altaria-mega,Dragon,Fairy,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/altaria-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
414,335,zangoose,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/zangoose.png,2025-12-06 22:38:27,2025-12-06 22:38:27
415,336,seviper,Poison,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/seviper.png,2025-12-06 22:38:27,2025-12-06 22:38:27
416,337,lunatone,Rock,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/lunatone.png,2025-12-06 22:38:27,2025-12-06 22:38:27
417,338,solrock,Rock,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/solrock.png,2025-12-06 22:38:27,2025-12-06 22:38:27
418,339,barboach,Water,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/barboach.png,2025-12-06 22:38:27,2025-12-06 22:38:27
419,340,whiscash,Water,Ground,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/whiscash.png,2025-12-06 22:38:27,2025-12-06 22:38:27
420,341,corphish,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/corphish.png,2025-12-06 22:38:27,2025-12-06 22:38:27
421,342,crawdaunt,Water,Dark,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/crawdaunt.png,2025-12-06 22:38:27,2025-12-06 22:38:27
422,343,baltoy,Ground,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/baltoy.png,2025-12-06 22:38:27,2025-12-06 22:38:27
423,344,claydol,Ground,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/claydol.png,2025-12-06 22:38:27,2025-12-06 22:38:27
424,345,lileep,Rock,Grass,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/lileep.png,2025-12-06 22:38:27,2025-12-06 22:38:27
425,346,cradily,Rock,Grass,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/cradily.png,2025-12-06 22:38:27,2025-12-06 22:38:27
426,347,anorith,Rock,Bug,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/anorith.png,2025-12-06 22:38:27,2025-12-06 22:38:27
427,348,armaldo,Rock,Bug,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/armaldo.png,2025-12-06 22:38:27,2025-12-06 22:38:27
428,349,feebas,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/feebas.png,2025-12-06 22:38:27,2025-12-06 22:38:27
429,350,milotic,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/milotic.png,2025-12-06 22:38:27,2025-12-06 22:38:27
430,351,castform,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/castform.png,2025-12-06 22:38:27,2025-12-06 22:38:27
431,351.001,castform-sunny,Fire,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/castform-sunny.png,2025-12-06 22:38:27,2025-12-06 22:38:27
432,351.002,castform-rainy,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/castform-rainy.png,2025-12-06 22:38:27,2025-12-06 22:38:27
433,351.003,castform-snowy,Ice,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/castform-snowy.png,2025-12-06 22:38:27,2025-12-06 22:38:27
434,352,kecleon,Normal,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/kecleon.png,2025-12-06 22:38:27,2025-12-06 22:38:27
435,353,shuppet,Ghost,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/shuppet.png,2025-12-06 22:38:27,2025-12-06 22:38:27
436,354,banette,Ghost,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/banette.png,2025-12-06 22:38:27,2025-12-06 22:38:27
437,354.001,banette-mega,Ghost,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/banette-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
438,355,duskull,Ghost,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/duskull.png,2025-12-06 22:38:27,2025-12-06 22:38:27
439,356,dusclops,Ghost,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/dusclops.png,2025-12-06 22:38:27,2025-12-06 22:38:27
440,357,tropius,Grass,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/tropius.png,2025-12-06 22:38:27,2025-12-06 22:38:27
441,358,chimecho,Psychic,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/chimecho.png,2025-12-06 22:38:27,2025-12-06 22:38:27
442,359,absol,Dark,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/absol.png,2025-12-06 22:38:27,2025-12-06 22:38:27
443,359.001,absol-mega,Dark,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/absol-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
444,360,wynaut,Psychic,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/wynaut.png,2025-12-06 22:38:27,2025-12-06 22:38:27
445,361,snorunt,Ice,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/snorunt.png,2025-12-06 22:38:27,2025-12-06 22:38:27
446,362,glalie,Ice,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/glalie.png,2025-12-06 22:38:27,2025-12-06 22:38:27
447,362.001,glalie-mega,Ice,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/glalie-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
448,363,spheal,Ice,Water,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/spheal.png,2025-12-06 22:38:27,2025-12-06 22:38:27
449,364,sealeo,Ice,Water,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/sealeo.png,2025-12-06 22:38:27,2025-12-06 22:38:27
450,365,walrein,Ice,Water,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/walrein.png,2025-12-06 22:38:27,2025-12-06 22:38:27
451,366,clamperl,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/clamperl.png,2025-12-06 22:38:27,2025-12-06 22:38:27
452,367,huntail,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/huntail.png,2025-12-06 22:38:27,2025-12-06 22:38:27
453,368,gorebyss,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/gorebyss.png,2025-12-06 22:38:27,2025-12-06 22:38:27
454,369,relicanth,Water,Rock,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/relicanth.png,2025-12-06 22:38:27,2025-12-06 22:38:27
455,370,luvdisc,Water,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/luvdisc.png,2025-12-06 22:38:27,2025-12-06 22:38:27
456,371,bagon,Dragon,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/bagon.png,2025-12-06 22:38:27,2025-12-06 22:38:27
457,372,shelgon,Dragon,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/shelgon.png,2025-12-06 22:38:27,2025-12-06 22:38:27
458,373,salamence,Dragon,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/salamence.png,2025-12-06 22:38:27,2025-12-06 22:38:27
459,373.001,salamence-mega,Dragon,Flying,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/salamence-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
460,374,beldum,Steel,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/beldum.png,2025-12-06 22:38:27,2025-12-06 22:38:27
461,375,metang,Steel,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/metang.png,2025-12-06 22:38:27,2025-12-06 22:38:27
462,376,metagross,Steel,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/metagross.png,2025-12-06 22:38:27,2025-12-06 22:38:27
463,376.001,metagross-mega,Steel,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/metagross-mega.png,2025-12-06 22:38:27,2025-12-06 22:38:27
464,377,regirock,Rock,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/regirock.png,2025-12-06 22:38:27,2025-12-06 22:38:27
465,378,regice,Ice,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/regice.png,2025-12-06 22:38:27,2025-12-06 22:38:27
466,379,registeel,Steel,-,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/registeel.png,2025-12-06 22:38:27,2025-12-06 22:38:27
467,380,latias,Dragon,Psychic,https://raw.githubusercontent.com/Autumnchi/coloured-home-sprites/main/latias.png,2025-12-06 22:38:27,2025-12-06 22:38:27
